date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:20	18539/18539	---M-Z	200	added ('OK')	text/html	etag:%22486b-6241bd315222a-gzip%22	http://buddsoft.com/templates/21/project.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/project.html	(from http://buddsoft.com/templates/21/)
20:37:20	19210/19210	---M-Z	200	added ('OK')	text/html	etag:%224b0a-6241bd3170a76-gzip%22	http://buddsoft.com/templates/21/team.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/team.html	(from http://buddsoft.com/templates/21/)
20:37:20	15345/15345	---M-Z	200	added ('OK')	text/html	etag:%223bf1-6241bd30fc321-gzip%22	http://buddsoft.com/templates/21/appointment.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/appointment.html	(from http://buddsoft.com/templates/21/)
20:37:21	12724/12724	---M-Z	200	added ('OK')	text/html	etag:%2231b4-6241bd318b829-gzip%22	http://buddsoft.com/templates/21/testimonial.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/testimonial.html	(from http://buddsoft.com/templates/21/)
20:37:21	11448/11448	---M-Z	200	added ('OK')	text/html	etag:%222cb8-6241bd30db7ad-gzip%22	http://buddsoft.com/templates/21/404.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/404.html	(from http://buddsoft.com/templates/21/)
20:37:21	15965/15965	---M-Z	200	added ('OK')	text/html	etag:%223e5d-6241bd311b724-gzip%22	http://buddsoft.com/templates/21/contact.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/contact.html	(from http://buddsoft.com/templates/21/)
20:37:24	3179/3179	---M--	200	added ('OK')	image/png	etag:%22c6b-6241bd7c96fa3%22	http://buddsoft.com/templates/21/img/icons/icon-2.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-2.png	(from http://buddsoft.com/templates/21/)
20:37:25	4141/4141	---M--	200	added ('OK')	image/png	etag:%22102d-6241bd7c992cb%22	http://buddsoft.com/templates/21/img/icons/icon-3.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-3.png	(from http://buddsoft.com/templates/21/)
20:37:26	2487/2487	---M--	200	added ('OK')	image/png	etag:%229b7-6241bd7cb2526%22	http://buddsoft.com/templates/21/img/icons/icon-4.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-4.png	(from http://buddsoft.com/templates/21/)
20:37:35	56039/56039	---M--	200	added ('OK')	image/jpeg	etag:%22dae7-6241bd5996097%22	http://buddsoft.com/templates/21/img/about-1.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/about-1.jpg	(from http://buddsoft.com/templates/21/)
20:37:37	118467/118467	---M--	200	added ('OK')	image/jpeg	etag:%221cec3-6241bd59b7bab%22	http://buddsoft.com/templates/21/img/carousel-1.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/carousel-1.jpg	(from http://buddsoft.com/templates/21/)
20:37:37	90517/90517	---M--	200	added ('OK')	image/jpeg	etag:%2216195-6241bd59daa47%22	http://buddsoft.com/templates/21/img/carousel-3.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/carousel-3.jpg	(from http://buddsoft.com/templates/21/)
20:37:38	2487/2487	---M--	200	added ('OK')	image/png	etag:%229b7-6241bd7cb290e%22	http://buddsoft.com/templates/21/img/icons/icon-5.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-5.png	(from http://buddsoft.com/templates/21/)
20:37:42	37048/37048	---M--	200	added ('OK')	image/jpeg	etag:%2290b8-6241bd5996097%22	http://buddsoft.com/templates/21/img/about-2.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/about-2.jpg	(from http://buddsoft.com/templates/21/)
20:37:42	2434/2434	---M--	200	added ('OK')	image/png	etag:%22982-6241bd7ccc339%22	http://buddsoft.com/templates/21/img/icons/icon-6.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-6.png	(from http://buddsoft.com/templates/21/)
20:37:42	35607/35607	---M--	200	added ('OK')	image/jpeg	etag:%228b17-6241bd5a1a1ee%22	http://buddsoft.com/templates/21/img/service-1.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/service-1.jpg	(from http://buddsoft.com/templates/21/)
20:37:43	2525/2525	---M--	200	added ('OK')	image/png	etag:%229dd-6241bd7ccd2d9%22	http://buddsoft.com/templates/21/img/icons/icon-7.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-7.png	(from http://buddsoft.com/templates/21/)
20:37:44	42260/42260	---M--	200	added ('OK')	image/jpeg	etag:%22a514-6241bd5a36711%22	http://buddsoft.com/templates/21/img/service-2.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/service-2.jpg	(from http://buddsoft.com/templates/21/)
20:37:45	2634/2634	---M--	200	added ('OK')	image/png	etag:%22a4a-6241bd7ce70ec%22	http://buddsoft.com/templates/21/img/icons/icon-8.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-8.png	(from http://buddsoft.com/templates/21/)
20:37:46	159858/159858	---M--	200	added ('OK')	image/jpeg	etag:%2227072-6241bd59b8b4b%22	http://buddsoft.com/templates/21/img/carousel-2.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/carousel-2.jpg	(from http://buddsoft.com/templates/21/)
20:37:47	29556/29556	---M--	200	added ('OK')	image/jpeg	etag:%227374-6241bd5a39209%22	http://buddsoft.com/templates/21/img/service-3.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/service-3.jpg	(from http://buddsoft.com/templates/21/)
20:37:47	2584/2584	---M--	200	added ('OK')	image/png	etag:%22a18-6241bd7ce74d4%22	http://buddsoft.com/templates/21/img/icons/icon-9.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-9.png	(from http://buddsoft.com/templates/21/)
20:37:48	28115/28115	---M--	200	added ('OK')	image/jpeg	etag:%226dd3-6241bd5a53404%22	http://buddsoft.com/templates/21/img/service-4.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/service-4.jpg	(from http://buddsoft.com/templates/21/)
20:37:48	3067/3067	---M--	200	added ('OK')	image/png	etag:%22bfb-6241bd7c79ec8%22	http://buddsoft.com/templates/21/img/icons/icon-10.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-10.png	(from http://buddsoft.com/templates/21/)
20:37:52	42448/42448	---M--	200	added ('OK')	image/jpeg	etag:%22a5d0-6241bd5a5572c%22	http://buddsoft.com/templates/21/img/service-5.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/service-5.jpg	(from http://buddsoft.com/templates/21/)
20:37:52	26322/26322	---M--	200	added ('OK')	image/jpeg	etag:%2266d2-6241bd59d9e8e%22	http://buddsoft.com/templates/21/img/project-1.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/project-1.jpg	(from http://buddsoft.com/templates/21/)
20:37:52	33836/33836	---M--	200	added ('OK')	image/jpeg	etag:%22842c-6241bd5a74748%22	http://buddsoft.com/templates/21/img/service-6.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/service-6.jpg	(from http://buddsoft.com/templates/21/)
20:37:52	26802/26802	---M--	200	added ('OK')	image/jpeg	etag:%2268b2-6241bd59f6b82%22	http://buddsoft.com/templates/21/img/project-2.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/project-2.jpg	(from http://buddsoft.com/templates/21/)
20:37:54	40358/40358	---M--	200	added ('OK')	image/jpeg	etag:%229da6-6241bd59f7b22%22	http://buddsoft.com/templates/21/img/project-3.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/project-3.jpg	(from http://buddsoft.com/templates/21/)
20:37:58	17971/17971	---M--	200	added ('OK')	image/jpeg	etag:%224633-6241bd5a94ed4%22	http://buddsoft.com/templates/21/img/team-3.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/team-3.jpg	(from http://buddsoft.com/templates/21/)
20:37:58	26452/26452	---M--	200	added ('OK')	image/jpeg	etag:%226754-6241bd5a927c3%22	http://buddsoft.com/templates/21/img/team-2.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/team-2.jpg	(from http://buddsoft.com/templates/21/)
20:37:59	31890/31890	---M--	200	added ('OK')	image/jpeg	etag:%227c92-6241bd5a77a10%22	http://buddsoft.com/templates/21/img/team-1.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/team-1.jpg	(from http://buddsoft.com/templates/21/)
20:37:59	3451/3451	---M--	200	added ('OK')	image/jpeg	etag:%22d7b-6241bd5ab2397%22	http://buddsoft.com/templates/21/img/testimonial-1.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/testimonial-1.jpg	(from http://buddsoft.com/templates/21/)
20:38:00	21702/21702	---M--	200	added ('OK')	image/jpeg	etag:%2254c6-6241bd5ab2397%22	http://buddsoft.com/templates/21/img/team-4.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/team-4.jpg	(from http://buddsoft.com/templates/21/)
20:38:01	3517/3517	---M--	200	added ('OK')	image/jpeg	etag:%22dbd-6241bd5ad1f6a%22	http://buddsoft.com/templates/21/img/testimonial-2.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/testimonial-2.jpg	(from http://buddsoft.com/templates/21/)
20:38:01	57616/57616	---M--	200	added ('OK')	image/jpeg	etag:%22e110-6241bd5a176f5%22	http://buddsoft.com/templates/21/img/project-4.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/project-4.jpg	(from http://buddsoft.com/templates/21/)
20:38:01	3066/3066	---M--	200	added ('OK')	image/jpeg	etag:%22bfa-6241bd5ad2352%22	http://buddsoft.com/templates/21/img/testimonial-3.jpg	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/testimonial-3.jpg	(from http://buddsoft.com/templates/21/)
20:38:01	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/code.jquery.com/jquery-3.4.1.min.js	(from http://buddsoft.com/templates/21/)
20:38:02	8156/8156	---M--	200	added ('OK')	application/javascript	etag:%221fdc-6241bd7e5dd2e%22	http://buddsoft.com/templates/21/lib/wow/wow.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/wow/wow.min.js	(from http://buddsoft.com/templates/21/)
20:38:02	2302/2302	---M--	200	added ('OK')	application/javascript	etag:%228fe-6241bd7d9e2b1%22	http://buddsoft.com/templates/21/lib/easing/easing.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/easing/easing.min.js	(from http://buddsoft.com/templates/21/)
20:38:03	79665/79665	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from http://buddsoft.com/templates/21/)
20:38:03	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%222344-6241bd7e1649e%22	http://buddsoft.com/templates/21/lib/waypoints/waypoints.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/waypoints/waypoints.min.js	(from http://buddsoft.com/templates/21/)
20:38:04	2406/2406	---M--	200	added ('OK')	application/javascript	etag:%22966-6241bd7d7fe4d%22	http://buddsoft.com/templates/21/lib/counterup/counterup.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/counterup/counterup.min.js	(from http://buddsoft.com/templates/21/)
20:38:09	42766/42766	---M--	200	added ('OK')	application/javascript	etag:%22a70e-6241bd7de7a81%22	http://buddsoft.com/templates/21/lib/owlcarousel/owl.carousel.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/owlcarousel/owl.carousel.min.js	(from http://buddsoft.com/templates/21/)
20:38:09	1731/1731	---M--	200	added ('OK')	application/javascript	etag:%226c3-6241bd5b2cc95%22	http://buddsoft.com/templates/21/js/main.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/js/main.js	(from http://buddsoft.com/templates/21/)
20:38:10	32832/32832	---M--	200	added ('OK')	application/javascript	etag:%228040-6241bdb5fd797%22	http://buddsoft.com/templates/21/lib/tempusdominus/js/moment-timezone.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/tempusdominus/js/moment-timezone.min.js	(from http://buddsoft.com/templates/21/)
20:38:12	56879/56879	---M--	200	added ('OK')	application/javascript	etag:%22de2f-6241bdb61b042%22	http://buddsoft.com/templates/21/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js	(from http://buddsoft.com/templates/21/)
20:38:15	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-6241bdb587cba%22	http://buddsoft.com/templates/21/lib/owlcarousel/assets/owl.video.play.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/owlcarousel/assets/owl.video.play.png	(from http://buddsoft.com/templates/21/lib/owlcarousel/assets/owl.carousel.min.css)
20:38:22	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
20:38:25	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
20:38:30	326657/326657	---M--	200	added ('OK')	application/javascript	etag:%224fc01-6241bdb600a5f%22	http://buddsoft.com/templates/21/lib/tempusdominus/js/moment.min.js	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/tempusdominus/js/moment.min.js	(from http://buddsoft.com/templates/21/)
20:38:33	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
